source_file,record_id,gene_id,gene_symbol,pattern_id,probe_id,gene,orientation,start_0based,end_0based_inclusive
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000697957.1,ENSG00000100906,NFKBIA,72,ASHG19A3A050706,NFKBIA,platform_forward_in_reference,1741,1800
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000553342.2,ENSG00000100906,NFKBIA,72,ASHG19A3A050706,NFKBIA,platform_forward_in_reference,1376,1435
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000216797.10,ENSG00000100906,NFKBIA,72,ASHG19A3A050706,NFKBIA,platform_forward_in_reference,1451,1510
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000554001.5,ENSG00000100906,NFKBIA,72,ASHG19A3A050706,NFKBIA,platform_forward_in_reference,1309,1368
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000697958.1,ENSG00000100906,NFKBIA,72,ASHG19A3A050706,NFKBIA,platform_forward_in_reference,2396,2455
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000557140.5,ENSG00000100906,NFKBIA,72,ASHG19A3A050706,NFKBIA,platform_forward_in_reference,1319,1378
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000697959.1,ENSG00000100906,NFKBIA,72,ASHG19A3A050706,NFKBIA,platform_forward_in_reference,2074,2133
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000557389.1,ENSG00000100906,NFKBIA,72,ASHG19A3A050706,NFKBIA,platform_forward_in_reference,1461,1520
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000697960.1,ENSG00000100906,NFKBIA,72,ASHG19A3A050706,NFKBIA,platform_forward_in_reference,2490,2549
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000697961.1,ENSG00000100906,NFKBIA,72,ASHG19A3A050706,NFKBIA,platform_forward_in_reference,1784,1843
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000696131.1,ENSG00000169429,CXCL8,56,ASHG19A3A025675,CXCL8,platform_forward_in_reference,607,666
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000401931.1,ENSG00000169429,CXCL8,56,ASHG19A3A025675,CXCL8,platform_forward_in_reference,258,317
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000696132.1,ENSG00000169429,CXCL8,56,ASHG19A3A025675,CXCL8,platform_forward_in_reference,331,390
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000483500.1,ENSG00000169429,CXCL8,56,ASHG19A3A025675,CXCL8,platform_forward_in_reference,230,289
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000307407.8,ENSG00000169429,CXCL8,56,ASHG19A3A025675,CXCL8,platform_forward_in_reference,230,289
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000331595.9,ENSG00000182492,BGN,138,ASHG19A3A041724,BGN,platform_forward_in_reference,221,280
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000472615.5,ENSG00000182492,BGN,138,ASHG19A3A041724,BGN,platform_forward_in_reference,220,279
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000480756.1,ENSG00000182492,BGN,138,ASHG19A3A041724,BGN,platform_forward_in_reference,218,277
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000431891.1,ENSG00000182492,BGN,138,ASHG19A3A041724,BGN,platform_forward_in_reference,208,267
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000389131.8,ENSG00000134013,LOXL2,28,ASHG19A3A035610,LOXL2,platform_forward_in_reference,2398,2457
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000361566.7,ENSG00000171345,KRT19,158,ASHG19A3A008338,KRT19,platform_forward_in_reference,1329,1388
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000404625.5,ENSG00000136244,IL6,66,ASHG19A3A034044,IL6,platform_forward_in_reference,605,664
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000426291.5,ENSG00000136244,IL6,66,ASHG19A3A034044,IL6,platform_forward_in_reference,262,321
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000464710.2,ENSG00000136244,IL6,66,ASHG19A3A034044,IL6,platform_forward_in_reference,394,453
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000485300.1,ENSG00000136244,IL6,66,ASHG19A3A034044,IL6,platform_forward_in_reference,371,430
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000258743.10,ENSG00000136244,IL6,66,ASHG19A3A034044,IL6,platform_forward_in_reference,209,268
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000401630.7,ENSG00000136244,IL6,66,ASHG19A3A034044,IL6,platform_forward_in_reference,116,175
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000406575.1,ENSG00000136244,IL6,66,ASHG19A3A034044,IL6,platform_forward_in_reference,169,228
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000297268.11,ENSG00000164692,COL1A2,10,ASHG19A3A034720,COL1A2,platform_forward_in_reference,4026,4085
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000481570.5,ENSG00000164692,COL1A2,10,ASHG19A3A034720,COL1A2,platform_forward_in_reference,4670,4729
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000464916.1,ENSG00000164692,COL1A2,10,ASHG19A3A034720,COL1A2,platform_forward_in_reference,937,996
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000412275.2,ENSG00000228321,TNF,84,ASHG19A3A031293,TNF,platform_forward_in_reference,1613,1672
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000507079.6,ENSG00000109320,NFKB1,70,ASHG19A3A025840,NFKB1,platform_forward_in_reference,822,881
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000394820.8,ENSG00000109320,NFKB1,70,ASHG19A3A025840,NFKB1,platform_forward_in_reference,748,807
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000226574.9,ENSG00000109320,NFKB1,70,ASHG19A3A025840,NFKB1,platform_forward_in_reference,723,782
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000652619.1,ENSG00000109320,NFKB1,70,ASHG19A3A025840,NFKB1,platform_forward_in_reference,744,803
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000697793.1,ENSG00000109320,NFKB1,70,ASHG19A3A025840,NFKB1,platform_forward_in_reference,384,443
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000697794.1,ENSG00000109320,NFKB1,70,ASHG19A3A025840,NFKB1,platform_forward_in_reference,311,370
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000505458.5,ENSG00000109320,NFKB1,70,ASHG19A3A025840,NFKB1,platform_forward_in_reference,560,619
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000697797.1,ENSG00000109320,NFKB1,70,ASHG19A3A025840,NFKB1,platform_forward_in_reference,480,539
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000509165.2,ENSG00000109320,NFKB1,70,ASHG19A3A025840,NFKB1,platform_forward_in_reference,409,468
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000652569.1,ENSG00000109320,NFKB1,70,ASHG19A3A025840,NFKB1,platform_forward_in_reference,200,259
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000513803.5,ENSG00000109320,NFKB1,70,ASHG19A3A025840,NFKB1,platform_forward_in_reference,169,228
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000502367.1,ENSG00000109320,NFKB1,70,ASHG19A3A025840,NFKB1,platform_forward_in_reference,386,445
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000510638.1,ENSG00000109320,NFKB1,70,ASHG19A3A025840,NFKB1,platform_forward_in_reference,130,189
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000354785.11,ENSG00000115414,FN1,24,ASHG19A3A014964,FN1,platform_forward_in_reference,4259,4318
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000323926.10,ENSG00000115414,FN1,24,ASHG19A3A014964,FN1,platform_forward_in_reference,4259,4318
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000492816.6,ENSG00000115414,FN1,24,ASHG19A3A014964,FN1,platform_forward_in_reference,715,774
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000432072.6,ENSG00000115414,FN1,24,ASHG19A3A014964,FN1,platform_forward_in_reference,4258,4317
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000456923.5,ENSG00000115414,FN1,24,ASHG19A3A014964,FN1,platform_forward_in_reference,141,200
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000367996.6,ENSG00000158859,ADAMTS4,0,ASHG19A3A054434,ADAMTS4,platform_forward_in_reference,1520,1579
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000478394.1,ENSG00000158859,ADAMTS4,0,ASHG19A3A054434,ADAMTS4,platform_forward_in_reference,119,178
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000350763.9,ENSG00000041982,TNC,50,ASHG19A3A037957,TNC,platform_forward_in_reference,4906,4965
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000705190.1,ENSG00000041982,TNC,50,ASHG19A3A037957,TNC,platform_forward_in_reference,1537,1596
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000705191.1,ENSG00000041982,TNC,50,ASHG19A3A037957,TNC,platform_forward_in_reference,193,252
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000481475.1,ENSG00000041982,TNC,50,ASHG19A3A037957,TNC,platform_forward_in_reference,565,624
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000372748.8,ENSG00000049089,COL9A2,146,ASHG19A3A044088,COL9A2,platform_forward_in_reference,2790,2849
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000371817.8,ENSG00000130635,COL5A1,14,ASHG19A3A039411,COL5A1,platform_forward_in_reference,519,578
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000371820.4,ENSG00000130635,COL5A1,14,ASHG19A3A039411,COL5A1,platform_forward_in_reference,519,578
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000464187.1,ENSG00000130635,COL5A1,14,ASHG19A3A039411,COL5A1,platform_forward_in_reference,320,379
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000383496.4,ENSG00000206439,TNF,84,ASHG19A3A031293,TNF,platform_forward_in_reference,1613,1672
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000580907.6,ENSG00000108691,CCL2,52,ASHG19A3A009392,CCL2,platform_forward_in_reference,182,241
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000225831.4,ENSG00000108691,CCL2,52,ASHG19A3A009392,CCL2,platform_forward_in_reference,171,230
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000624362.2,ENSG00000108691,CCL2,52,ASHG19A3A009392,CCL2,platform_forward_in_reference,967,1026
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000299855.10,ENSG00000149968,MMP3,36,ASHG19A3A045633,MMP3,platform_forward_in_reference,46,105
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000524478.1,ENSG00000149968,MMP3,36,ASHG19A3A045633,MMP3,platform_forward_in_reference,44,103
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000374517.6,ENSG00000136810,TXN,132,ASHG19A3A037890,TXN,platform_forward_in_reference,363,422
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000374515.9,ENSG00000136810,TXN,132,ASHG19A3A037890,TXN,platform_forward_in_reference,262,321
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000487892.1,ENSG00000136810,TXN,132,ASHG19A3A037890,TXN,platform_forward_in_reference,375,434
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000303924.5,ENSG00000170961,HAS2,156,ASHG19A3A036097,HAS2,platform_forward_in_reference,471,530
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000231061.9,ENSG00000113140,SPARC,44,ASHG19A3A027602,SPARC,platform_forward_in_reference,3008,3067
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000449264.3,ENSG00000232810,TNF,84,ASHG19A3A031293,TNF,platform_forward_in_reference,1615,1674
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000560601.4,ENSG00000157766,ACAN,134,ASHG19A3A053212,ACAN,platform_forward_in_reference,7890,7949
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000561243.7,ENSG00000157766,ACAN,134,ASHG19A3A053212,ACAN,platform_forward_in_reference,7772,7831
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000439576.7,ENSG00000157766,ACAN,134,ASHG19A3A053212,ACAN,platform_forward_in_reference,7772,7831
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000559004.5,ENSG00000157766,ACAN,134,ASHG19A3A053212,ACAN,platform_forward_in_reference,7339,7398
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000558704.1,ENSG00000157766,ACAN,134,ASHG19A3A053212,ACAN,platform_forward_in_reference,119,178
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000558604.1,ENSG00000157766,ACAN,134,ASHG19A3A053212,ACAN,platform_forward_in_reference,191,250
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000320623.10,ENSG00000181019,NQO1,114,ASHG19A3A000627,NQO1,platform_forward_in_reference,513,572
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000564043.1,ENSG00000181019,NQO1,114,ASHG19A3A000627,NQO1,platform_forward_in_reference,445,504
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000295550.9,ENSG00000163359,COL6A3,20,ASHG19A3A015158,COL6A3,platform_forward_in_reference,855,914
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000433762.1,ENSG00000163359,COL6A3,20,ASHG19A3A015158,COL6A3,platform_forward_in_reference,868,927
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000538183.7,ENSG00000291237,SOD2,130,ASHG19A3A030769,SOD2,platform_forward_in_reference,357,416
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000538183.7,ENSG00000291237,SOD2,128,ASHG19A3A030768,SOD2,platform_forward_in_reference,1220,1279
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000538183.7,ENSG00000291237,SOD2,126,ASHG19A3A030767,SOD2,platform_forward_in_reference,3177,3236
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000367055.8,ENSG00000291237,SOD2,130,ASHG19A3A030769,SOD2,platform_forward_in_reference,350,409
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000546260.5,ENSG00000291237,SOD2,130,ASHG19A3A030769,SOD2,platform_forward_in_reference,487,546
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000546260.5,ENSG00000291237,SOD2,128,ASHG19A3A030768,SOD2,platform_forward_in_reference,1350,1409
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000546260.5,ENSG00000291237,SOD2,126,ASHG19A3A030767,SOD2,platform_forward_in_reference,3307,3366
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000546087.5,ENSG00000291237,SOD2,130,ASHG19A3A030769,SOD2,platform_forward_in_reference,1973,2032
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000444946.6,ENSG00000291237,SOD2,130,ASHG19A3A030769,SOD2,platform_forward_in_reference,357,416
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000535459.5,ENSG00000291237,SOD2,130,ASHG19A3A030769,SOD2,platform_forward_in_reference,163,222
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000541573.5,ENSG00000291237,SOD2,130,ASHG19A3A030769,SOD2,platform_forward_in_reference,176,235
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000545162.5,ENSG00000291237,SOD2,130,ASHG19A3A030769,SOD2,platform_forward_in_reference,352,411
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000535561.5,ENSG00000291237,SOD2,130,ASHG19A3A030769,SOD2,platform_forward_in_reference,353,412
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000537657.5,ENSG00000291237,SOD2,130,ASHG19A3A030769,SOD2,platform_forward_in_reference,317,376
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000260302.8,ENSG00000137745,MMP13,32,ASHG19A3A045635,MMP13,platform_forward_in_reference,998,1057
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000340273.4,ENSG00000137745,MMP13,32,ASHG19A3A045635,MMP13,platform_forward_in_reference,971,1030
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000372079.1,ENSG00000117450,PRDX1,120,ASHG19A3A006572,PRDX1,platform_forward_in_reference,1,60
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000319248.13,ENSG00000117450,PRDX1,120,ASHG19A3A006572,PRDX1,platform_forward_in_reference,31,90
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000357250.11,ENSG00000112280,COL9A1,144,ASHG19A3A030120,COL9A1,platform_forward_in_reference,793,852
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000370496.3,ENSG00000112280,COL9A1,144,ASHG19A3A030120,COL9A1,platform_forward_in_reference,779,838
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000534885.5,ENSG00000067182,TNFRSF1A,86,ASHG19A3A047221,TNFRSF1A,platform_forward_in_reference,539,598
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000162749.7,ENSG00000067182,TNFRSF1A,86,ASHG19A3A047221,TNFRSF1A,platform_forward_in_reference,655,714
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000366159.9,ENSG00000067182,TNFRSF1A,86,ASHG19A3A047221,TNFRSF1A,platform_forward_in_reference,427,486
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000437813.8,ENSG00000067182,TNFRSF1A,86,ASHG19A3A047221,TNFRSF1A,platform_forward_in_reference,606,665
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000698339.1,ENSG00000067182,TNFRSF1A,86,ASHG19A3A047221,TNFRSF1A,platform_forward_in_reference,606,665
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000698340.1,ENSG00000067182,TNFRSF1A,86,ASHG19A3A047221,TNFRSF1A,platform_forward_in_reference,606,665
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000535958.2,ENSG00000067182,TNFRSF1A,86,ASHG19A3A047221,TNFRSF1A,platform_forward_in_reference,639,698
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000440083.7,ENSG00000067182,TNFRSF1A,86,ASHG19A3A047221,TNFRSF1A,platform_forward_in_reference,664,723
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000543995.5,ENSG00000067182,TNFRSF1A,86,ASHG19A3A047221,TNFRSF1A,platform_forward_in_reference,389,448
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000540022.5,ENSG00000067182,TNFRSF1A,86,ASHG19A3A047221,TNFRSF1A,platform_forward_in_reference,477,536
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000539372.5,ENSG00000067182,TNFRSF1A,86,ASHG19A3A047221,TNFRSF1A,platform_forward_in_reference,561,620
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000543048.5,ENSG00000067182,TNFRSF1A,86,ASHG19A3A047221,TNFRSF1A,platform_forward_in_reference,410,469
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000248244.6,ENSG00000127666,TICAM1,78,ASHG19A3A010909,TICAM1,platform_forward_in_reference,2589,2648
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000520810.6,ENSG00000104365,IKBKB,58,ASHG19A3A036570,IKBKB,platform_forward_in_reference,599,658
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000629753.2,ENSG00000104365,IKBKB,58,ASHG19A3A036570,IKBKB,platform_forward_in_reference,552,611
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000517890.5,ENSG00000104365,IKBKB,58,ASHG19A3A036570,IKBKB,platform_forward_in_reference,490,549
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000519733.5,ENSG00000104365,IKBKB,58,ASHG19A3A036570,IKBKB,platform_forward_in_reference,300,359
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000519735.5,ENSG00000104365,IKBKB,58,ASHG19A3A036570,IKBKB,platform_forward_in_reference,583,642
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000523105.5,ENSG00000104365,IKBKB,58,ASHG19A3A036570,IKBKB,platform_forward_in_reference,488,547
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000520835.7,ENSG00000104365,IKBKB,58,ASHG19A3A036570,IKBKB,platform_forward_in_reference,460,519
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000517917.5,ENSG00000104365,IKBKB,58,ASHG19A3A036570,IKBKB,platform_forward_in_reference,299,358
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000342222.6,ENSG00000104365,IKBKB,58,ASHG19A3A036570,IKBKB,platform_forward_in_reference,623,682
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000520201.5,ENSG00000104365,IKBKB,58,ASHG19A3A036570,IKBKB,platform_forward_in_reference,417,476
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000517388.5,ENSG00000104365,IKBKB,58,ASHG19A3A036570,IKBKB,platform_forward_in_reference,416,475
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000518647.5,ENSG00000104365,IKBKB,58,ASHG19A3A036570,IKBKB,platform_forward_in_reference,511,570
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000521661.5,ENSG00000104365,IKBKB,58,ASHG19A3A036570,IKBKB,platform_forward_in_reference,465,524
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000520655.5,ENSG00000104365,IKBKB,58,ASHG19A3A036570,IKBKB,platform_forward_in_reference,1051,1110
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000523517.5,ENSG00000104365,IKBKB,58,ASHG19A3A036570,IKBKB,platform_forward_in_reference,431,490
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000416505.7,ENSG00000104365,IKBKB,58,ASHG19A3A036570,IKBKB,platform_forward_in_reference,201,260
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000648136.2,ENSG00000104365,IKBKB,58,ASHG19A3A036570,IKBKB,platform_forward_in_reference,177,236
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000649612.3,ENSG00000104365,IKBKB,58,ASHG19A3A036570,IKBKB,platform_forward_in_reference,177,236
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000676525.1,ENSG00000104365,IKBKB,58,ASHG19A3A036570,IKBKB,platform_forward_in_reference,140,199
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000646219.2,ENSG00000137462,TLR2,80,ASHG19A3A026178,TLR2,platform_forward_in_reference,3656,3715
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000642700.2,ENSG00000137462,TLR2,80,ASHG19A3A026178,TLR2,platform_forward_in_reference,3353,3412
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000643501.2,ENSG00000137462,TLR2,80,ASHG19A3A026178,TLR2,platform_forward_in_reference,3563,3622
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000221452.13,ENSG00000104856,RELB,76,ASHG19A3A012800,RELB,platform_forward_in_reference,2197,2256
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000222271.7,ENSG00000105664,COMP,150,ASHG19A3A011229,COMP,platform_forward_in_reference,1229,1288
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000542601.6,ENSG00000105664,COMP,150,ASHG19A3A011229,COMP,platform_forward_in_reference,1484,1543
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000425807.1,ENSG00000105664,COMP,150,ASHG19A3A011229,COMP,platform_forward_in_reference,1070,1129
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000612179.1,ENSG00000105664,COMP,150,ASHG19A3A011229,COMP,platform_forward_in_reference,443,502
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000585421.5,ENSG00000035862,TIMP2,48,ASHG19A3A008851,TIMP2,platform_forward_in_reference,146,205
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000536189.6,ENSG00000035862,TIMP2,48,ASHG19A3A008851,TIMP2,platform_forward_in_reference,216,275
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000262768.11,ENSG00000035862,TIMP2,48,ASHG19A3A008851,TIMP2,platform_forward_in_reference,453,512
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000586057.5,ENSG00000035862,TIMP2,48,ASHG19A3A008851,TIMP2,platform_forward_in_reference,194,253
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000592761.2,ENSG00000035862,TIMP2,48,ASHG19A3A008851,TIMP2,platform_forward_in_reference,241,300
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000586713.6,ENSG00000035862,TIMP2,48,ASHG19A3A008851,TIMP2,platform_forward_in_reference,537,596
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000706922.1,ENSG00000035862,TIMP2,48,ASHG19A3A008851,TIMP2,platform_forward_in_reference,205,264
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000706923.1,ENSG00000035862,TIMP2,48,ASHG19A3A008851,TIMP2,platform_forward_in_reference,211,270
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000605140.6,ENSG00000271503,CCL5,54,ASHG19A3A008202,CCL5,platform_forward_in_reference,1154,1213
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000651122.1,ENSG00000271503,CCL5,54,ASHG19A3A008202,CCL5,platform_forward_in_reference,1236,1295
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000430553.6,ENSG00000134333,LDHA,112,ASHG19A3A046196,LDHA,platform_forward_in_reference,699,758
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000541097.5,ENSG00000134333,LDHA,112,ASHG19A3A046196,LDHA,platform_forward_in_reference,480,539
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000545215.5,ENSG00000134333,LDHA,112,ASHG19A3A046196,LDHA,platform_forward_in_reference,754,813
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000422447.8,ENSG00000134333,LDHA,112,ASHG19A3A046196,LDHA,platform_forward_in_reference,872,931
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000379412.9,ENSG00000134333,LDHA,112,ASHG19A3A046196,LDHA,platform_forward_in_reference,1131,1190
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000542179.1,ENSG00000134333,LDHA,112,ASHG19A3A046196,LDHA,platform_forward_in_reference,1063,1122
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000537296.5,ENSG00000134333,LDHA,112,ASHG19A3A046196,LDHA,platform_forward_in_reference,1449,1508
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000375710.7,ENSG00000134333,LDHA,112,ASHG19A3A046196,LDHA,platform_forward_in_reference,1641,1700
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000538451.1,ENSG00000134333,LDHA,112,ASHG19A3A046196,LDHA,platform_forward_in_reference,661,720
Homo_sapiens.GRCh38.cdna.all.fa.gz,ENST00000419783.3,ENSG00000233276,GPX1,102,ASHG19A3A000593,GPX1,platform_forward_in_reference,302,361
