path	bytes	sha256	path_sanitized
data/derived/module_scores_external/GSE186542/GSE186542_gene_expression_module_scores.csv	10982	97a450cd047d7c51fd6079dacbca3c9850c6204ca439ded7d8a3264465140b20	false
data/derived/module_scores_external/GSE244889_RAW_library_pseudobulk_ledger.csv	941	258fcecc2ea6c5f323ef34f45d065b99052fa238229bf2165dc05a0b4da0431a	false
data/derived/module_scores_external/GSE244889_RAW_module_gene_pseudobulk.csv	43751	e603fa60d43d187f41620d55df21deca5e49484317f51bb3a068ffc7490e97e2	false
data/derived/module_scores_external/GSE244889_RAW_module_mapping_audit.csv	5425	b6944e7b80cd364459fa1c984c639ffc70e7c0a43e8e174836f99b618c68e699	false
data/derived/module_scores_external/GSE244889_RAW_module_score_parameters.csv	528	9cff8652923d8b29311ab7d3046bbe5a8b0e8e2e060d16bfe6c75a0fa88c3c19	false
data/derived/module_scores_external/GSE244889_RAW_module_scores.csv	3178	c748e5411527dfcf866faffac98b4719b4caa60fec60f07223bb67fcba106f79	false
data/derived/module_scores_external/GSE245147/GSE245147_Degenerated_NO_Degenerated_RPKM_module_mapping_audit.csv	1494	c3cc25b1e3fd9f567aeb839617066bd8c7812645d70321984acbc6d2d2a8f5c0	false
data/derived/module_scores_external/GSE245147/GSE245147_Degenerated_NO_Degenerated_RPKM_module_scores.csv	11762	e835c653ec69bf833e7ee4b15c0e1e6eaff5aed8aa813cb0d71fdf2a1023fc81	false
data/derived/module_scores_recomputed/GSE229711/GSE229711_RAW_library_pseudobulk_ledger.csv	806	7b2445cbffed569e8491d56f7494a947e6822394e450476969182be5cb0f572f	false
data/derived/module_scores_recomputed/GSE229711/GSE229711_RAW_module_gene_pseudobulk.csv	40281	cb137992695b80e37a8c3f40b0114a01cc35c5d256c47c4d35d3ceda2d991b16	false
data/derived/module_scores_recomputed/GSE229711/GSE229711_RAW_module_mapping_audit.csv	4657	ddd97a69ba265e11c54e440d8cbfb71b10fba8a31cc58f35c0b533abf632968e	false
data/derived/module_scores_recomputed/GSE229711/GSE229711_RAW_module_score_parameters.csv	595	4ec17981b53283e37a6ff1e7ece8c342333c2b10858a3ceab2f436fab5c754cf	false
data/derived/module_scores_recomputed/GSE229711/GSE229711_RAW_module_scores.csv	2899	3b7c1fb67b7e99c0568cb63dc36bffed5c65c77cf32f5069303cbb621626c6d9	false
data/derived/module_scores_recomputed/GSE230808/GSE230808_RAW_library_pseudobulk_ledger.csv	2211	28cf4f7a9bcd70a042ef211f12f0c85ad371e2641a0e7028372a0d80a2f09537	false
data/derived/module_scores_recomputed/GSE230808/GSE230808_RAW_module_gene_pseudobulk.csv	120821	a0d7262da3d853be48e8f4cd95804ec40c762dee4a02b85e5a8352fa024591d8	false
data/derived/module_scores_recomputed/GSE230808/GSE230808_RAW_module_mapping_audit.csv	13681	ab1dde4fde6001e19ba3955aec79f1c1eb83b94738d303cf53ac5d70aa552dae	false
data/derived/module_scores_recomputed/GSE230808/GSE230808_RAW_module_score_parameters.csv	595	7b072df63c6ea2f67a88d125561d6c48d55d9e9c0d1646bba863a6ad98360af9	false
data/derived/module_scores_recomputed/GSE230808/GSE230808_RAW_module_scores.csv	8411	13c4c5dd975a20e4c2489eb741636a02774a81b8556a4dc7f5f666a8a8a57ea5	false
data/derived/module_scores_recomputed/GSE244889/GSE244889_RAW_library_pseudobulk_ledger.csv	941	258fcecc2ea6c5f323ef34f45d065b99052fa238229bf2165dc05a0b4da0431a	false
data/derived/module_scores_recomputed/GSE244889/GSE244889_RAW_module_gene_pseudobulk.csv	43751	4dbced287b7646e2a9c2cabd0a24b76b48dfbf27850d6522b227b71bfc51047e	false
data/derived/module_scores_recomputed/GSE244889/GSE244889_RAW_module_mapping_audit.csv	5396	e4a03f9c25728d5e879c7afb135473c36a670c22f67a6085378c0b18dfb64b70	false
data/derived/module_scores_recomputed/GSE244889/GSE244889_RAW_module_score_parameters.csv	613	eb32fd6f0443a56328b31fbde082b6dc7d6241af0daee8930fa1f827b84f4bea	false
data/derived/module_scores_recomputed/GSE244889/GSE244889_RAW_module_scores.csv	3178	c748e5411527dfcf866faffac98b4719b4caa60fec60f07223bb67fcba106f79	false
data/derived/module_scores_sensitivity/threshold_20/GSE229711/GSE229711_RAW_library_pseudobulk_ledger.csv	806	7b2445cbffed569e8491d56f7494a947e6822394e450476969182be5cb0f572f	false
data/derived/module_scores_sensitivity/threshold_20/GSE229711/GSE229711_RAW_module_gene_pseudobulk.csv	40281	cb137992695b80e37a8c3f40b0114a01cc35c5d256c47c4d35d3ceda2d991b16	false
data/derived/module_scores_sensitivity/threshold_20/GSE229711/GSE229711_RAW_module_mapping_audit.csv	4657	ddd97a69ba265e11c54e440d8cbfb71b10fba8a31cc58f35c0b533abf632968e	false
data/derived/module_scores_sensitivity/threshold_20/GSE229711/GSE229711_RAW_module_score_parameters.csv	595	f1c1b0cfa87b8f404cfcb88f65ca50b5401978316f5059e295045e4baf804347	false
data/derived/module_scores_sensitivity/threshold_20/GSE229711/GSE229711_RAW_module_scores.csv	2899	3b7c1fb67b7e99c0568cb63dc36bffed5c65c77cf32f5069303cbb621626c6d9	false
data/derived/module_scores_sensitivity/threshold_20/GSE230808/GSE230808_RAW_library_pseudobulk_ledger.csv	2211	28cf4f7a9bcd70a042ef211f12f0c85ad371e2641a0e7028372a0d80a2f09537	false
data/derived/module_scores_sensitivity/threshold_20/GSE230808/GSE230808_RAW_module_gene_pseudobulk.csv	120821	a0d7262da3d853be48e8f4cd95804ec40c762dee4a02b85e5a8352fa024591d8	false
data/derived/module_scores_sensitivity/threshold_20/GSE230808/GSE230808_RAW_module_mapping_audit.csv	13681	ab1dde4fde6001e19ba3955aec79f1c1eb83b94738d303cf53ac5d70aa552dae	false
data/derived/module_scores_sensitivity/threshold_20/GSE230808/GSE230808_RAW_module_score_parameters.csv	595	2193329682a8de7370c440413e08d431d1e00c429a8474c3f20e2a0f8eed8d1b	false
data/derived/module_scores_sensitivity/threshold_20/GSE230808/GSE230808_RAW_module_scores.csv	8411	13c4c5dd975a20e4c2489eb741636a02774a81b8556a4dc7f5f666a8a8a57ea5	false
data/derived/module_scores_sensitivity/threshold_20/effect_summary/README.md	2243	a7918207939ddd0fc17b0e5c9c2a0b978126c5d70ec74fa80951949118c45929	false
data/derived/module_scores_sensitivity/threshold_20/effect_summary/cross_cohort_direction_consistency.csv	4726	bdedf0c9bab44944eeaf72b693055f2715e283859248b77a7e903de4ec6081b5	false
data/derived/module_scores_sensitivity/threshold_20/effect_summary/donor_module_effects.csv	9100	a5c29c9793e06daae9e74451222ce2c4916efdb379a7cd2a670ecea14976d631	false
data/derived/module_scores_sensitivity/threshold_20/effect_summary/donor_module_group_descriptives.csv	8280	8ea937c3f169db7a239fb1f0ca71dce3e0f16a4aaba7231a05260644346d81c4	false
data/derived/module_scores_sensitivity/threshold_20/effect_summary/donor_module_leave_one_out.csv	34266	0c9852d5d2709edd80d1eee6fe857c7e027714e2345968b55c8715414ba163b6	false
data/derived/module_scores_sensitivity/threshold_20/effect_summary/resolved_contrast_spec.csv	1569	b4fd9dab1d4e05c1bcb0c839adc22073f1d2efa70312b3a40da5e48f44a29b1e	false
data/derived/module_scores_sensitivity/threshold_20/effect_summary/run_artifacts.csv	755	cea9459b4e488b63baa4228c5643d30fe048d9a552628c78e34a4c5ecc410d34	false
data/derived/module_scores_sensitivity/threshold_20/effect_summary/run_manifest.json	6481	d46ed2bc214514bd13de4eeee9985ae754d1addfcf92198c76067829f7679763	true
data/derived/module_scores_sensitivity/threshold_20/effect_summary/run_parameters.csv	1439	109ffe35629f4bb8124fe1d6c4df262fbcc874e64b0fd8b73f1fd1e79b6a5596	true
data/derived/module_scores_sensitivity/threshold_20/effect_summary/score_ingestion_audit.csv	471	821293b11c11facc11ff7a3679d894901996da6f320bb1427a812c9477eff0f2	false
data/derived/module_scores_sensitivity/threshold_30/GSE229711/GSE229711_RAW_library_pseudobulk_ledger.csv	806	7b2445cbffed569e8491d56f7494a947e6822394e450476969182be5cb0f572f	false
data/derived/module_scores_sensitivity/threshold_30/GSE229711/GSE229711_RAW_module_gene_pseudobulk.csv	40281	cb137992695b80e37a8c3f40b0114a01cc35c5d256c47c4d35d3ceda2d991b16	false
data/derived/module_scores_sensitivity/threshold_30/GSE229711/GSE229711_RAW_module_mapping_audit.csv	4657	ddd97a69ba265e11c54e440d8cbfb71b10fba8a31cc58f35c0b533abf632968e	false
data/derived/module_scores_sensitivity/threshold_30/GSE229711/GSE229711_RAW_module_score_parameters.csv	595	4ec17981b53283e37a6ff1e7ece8c342333c2b10858a3ceab2f436fab5c754cf	false
data/derived/module_scores_sensitivity/threshold_30/GSE229711/GSE229711_RAW_module_scores.csv	2899	3b7c1fb67b7e99c0568cb63dc36bffed5c65c77cf32f5069303cbb621626c6d9	false
data/derived/module_scores_sensitivity/threshold_30/GSE230808/GSE230808_RAW_library_pseudobulk_ledger.csv	2211	28cf4f7a9bcd70a042ef211f12f0c85ad371e2641a0e7028372a0d80a2f09537	false
data/derived/module_scores_sensitivity/threshold_30/GSE230808/GSE230808_RAW_module_gene_pseudobulk.csv	120821	a0d7262da3d853be48e8f4cd95804ec40c762dee4a02b85e5a8352fa024591d8	false
data/derived/module_scores_sensitivity/threshold_30/GSE230808/GSE230808_RAW_module_mapping_audit.csv	13681	ab1dde4fde6001e19ba3955aec79f1c1eb83b94738d303cf53ac5d70aa552dae	false
data/derived/module_scores_sensitivity/threshold_30/GSE230808/GSE230808_RAW_module_score_parameters.csv	595	7b072df63c6ea2f67a88d125561d6c48d55d9e9c0d1646bba863a6ad98360af9	false
data/derived/module_scores_sensitivity/threshold_30/GSE230808/GSE230808_RAW_module_scores.csv	8411	13c4c5dd975a20e4c2489eb741636a02774a81b8556a4dc7f5f666a8a8a57ea5	false
data/derived/module_scores_sensitivity/threshold_30/effect_summary/README.md	2243	a7918207939ddd0fc17b0e5c9c2a0b978126c5d70ec74fa80951949118c45929	false
data/derived/module_scores_sensitivity/threshold_30/effect_summary/cross_cohort_direction_consistency.csv	4726	bdedf0c9bab44944eeaf72b693055f2715e283859248b77a7e903de4ec6081b5	false
data/derived/module_scores_sensitivity/threshold_30/effect_summary/donor_module_effects.csv	9100	a5c29c9793e06daae9e74451222ce2c4916efdb379a7cd2a670ecea14976d631	false
data/derived/module_scores_sensitivity/threshold_30/effect_summary/donor_module_group_descriptives.csv	8280	8ea937c3f169db7a239fb1f0ca71dce3e0f16a4aaba7231a05260644346d81c4	false
data/derived/module_scores_sensitivity/threshold_30/effect_summary/donor_module_leave_one_out.csv	34266	0c9852d5d2709edd80d1eee6fe857c7e027714e2345968b55c8715414ba163b6	false
data/derived/module_scores_sensitivity/threshold_30/effect_summary/resolved_contrast_spec.csv	1569	888738b285539fcf1d5ea1bc22ef8320c0686f3120229481c0c48f15fe2a2564	false
data/derived/module_scores_sensitivity/threshold_30/effect_summary/run_artifacts.csv	755	cea9459b4e488b63baa4228c5643d30fe048d9a552628c78e34a4c5ecc410d34	false
data/derived/module_scores_sensitivity/threshold_30/effect_summary/run_manifest.json	6481	00f88fdc0d5e61ef62c362df024c2746e92cbb97418b851bed5ef250343ce00a	true
data/derived/module_scores_sensitivity/threshold_30/effect_summary/run_parameters.csv	1439	eb680d4792af46659108fee7d428e0282629e3098a40d41b3c481f2b95057015	true
data/derived/module_scores_sensitivity/threshold_30/effect_summary/score_ingestion_audit.csv	471	821293b11c11facc11ff7a3679d894901996da6f320bb1427a812c9477eff0f2	false
data/derived/module_scores_sensitivity/threshold_50/GSE229711/GSE229711_RAW_library_pseudobulk_ledger.csv	806	7b2445cbffed569e8491d56f7494a947e6822394e450476969182be5cb0f572f	false
data/derived/module_scores_sensitivity/threshold_50/GSE229711/GSE229711_RAW_module_gene_pseudobulk.csv	40281	cb137992695b80e37a8c3f40b0114a01cc35c5d256c47c4d35d3ceda2d991b16	false
data/derived/module_scores_sensitivity/threshold_50/GSE229711/GSE229711_RAW_module_mapping_audit.csv	4657	ddd97a69ba265e11c54e440d8cbfb71b10fba8a31cc58f35c0b533abf632968e	false
data/derived/module_scores_sensitivity/threshold_50/GSE229711/GSE229711_RAW_module_score_parameters.csv	595	d7be371db6522fc86290418716aba6f83fbfa14887099e4d58a42d0eff2e3a41	false
data/derived/module_scores_sensitivity/threshold_50/GSE229711/GSE229711_RAW_module_scores.csv	2899	3b7c1fb67b7e99c0568cb63dc36bffed5c65c77cf32f5069303cbb621626c6d9	false
data/derived/module_scores_sensitivity/threshold_50/GSE230808/GSE230808_RAW_library_pseudobulk_ledger.csv	2211	28cf4f7a9bcd70a042ef211f12f0c85ad371e2641a0e7028372a0d80a2f09537	false
data/derived/module_scores_sensitivity/threshold_50/GSE230808/GSE230808_RAW_module_gene_pseudobulk.csv	120821	a0d7262da3d853be48e8f4cd95804ec40c762dee4a02b85e5a8352fa024591d8	false
data/derived/module_scores_sensitivity/threshold_50/GSE230808/GSE230808_RAW_module_mapping_audit.csv	13681	ab1dde4fde6001e19ba3955aec79f1c1eb83b94738d303cf53ac5d70aa552dae	false
data/derived/module_scores_sensitivity/threshold_50/GSE230808/GSE230808_RAW_module_score_parameters.csv	595	23ba100484b01d4ebf2cb6a3c85bfa8c7a771e4aa42d8cce4b12292f64fbe305	false
data/derived/module_scores_sensitivity/threshold_50/GSE230808/GSE230808_RAW_module_scores.csv	8411	13c4c5dd975a20e4c2489eb741636a02774a81b8556a4dc7f5f666a8a8a57ea5	false
data/derived/module_scores_sensitivity/threshold_50/effect_summary/README.md	2243	a7918207939ddd0fc17b0e5c9c2a0b978126c5d70ec74fa80951949118c45929	false
data/derived/module_scores_sensitivity/threshold_50/effect_summary/cross_cohort_direction_consistency.csv	4726	bdedf0c9bab44944eeaf72b693055f2715e283859248b77a7e903de4ec6081b5	false
data/derived/module_scores_sensitivity/threshold_50/effect_summary/donor_module_effects.csv	9100	a5c29c9793e06daae9e74451222ce2c4916efdb379a7cd2a670ecea14976d631	false
data/derived/module_scores_sensitivity/threshold_50/effect_summary/donor_module_group_descriptives.csv	8280	8ea937c3f169db7a239fb1f0ca71dce3e0f16a4aaba7231a05260644346d81c4	false
data/derived/module_scores_sensitivity/threshold_50/effect_summary/donor_module_leave_one_out.csv	34266	0c9852d5d2709edd80d1eee6fe857c7e027714e2345968b55c8715414ba163b6	false
data/derived/module_scores_sensitivity/threshold_50/effect_summary/resolved_contrast_spec.csv	1569	150d589327b181ae853fa1290fe499d6f99bbf59af2320e621f723ce1fd4795a	false
data/derived/module_scores_sensitivity/threshold_50/effect_summary/run_artifacts.csv	755	cea9459b4e488b63baa4228c5643d30fe048d9a552628c78e34a4c5ecc410d34	false
data/derived/module_scores_sensitivity/threshold_50/effect_summary/run_manifest.json	6481	9b451cad5406a45c0c9bb2704be573f3468d9ea508f21a751c29bf1589a03e50	true
data/derived/module_scores_sensitivity/threshold_50/effect_summary/run_parameters.csv	1439	7d6e1f87574036c84f81a5483e3b6d8657c2f1deddfd372e19d170a3c0c79d05	true
data/derived/module_scores_sensitivity/threshold_50/effect_summary/score_ingestion_audit.csv	471	821293b11c11facc11ff7a3679d894901996da6f320bb1427a812c9477eff0f2	false
data/derived/np_exploratory_meta_analysis/README.md	2038	a98547d3939544af4992bb1c31390f029d3bb542a61998e3a0741be408ae3b40	false
data/derived/np_exploratory_meta_analysis/meta_analysis_manifest.json	2629	fc953c3feef29a435ebcf929364b624cbace94752d1bff2a65865ff2c8670e76	false
data/derived/np_exploratory_meta_analysis/run_parameters.csv	912	350405414133a01764deefbfb253ed5c859a29df7330314dfb8ddd7af8493506	false
data/derived/np_post_hoc_external_expansion_meta_analysis/README.md	2226	fa74c1458e0c05e44205427c7279bba896bc428c88cba4594f1c1af48505e846	false
data/derived/np_post_hoc_external_expansion_meta_analysis/meta_analysis_manifest.json	3217	a9beb911e4c6bb72f13cc194006ded510fac00ac659ebc04132cf954cc6f1df6	false
data/derived/np_post_hoc_external_expansion_meta_analysis/run_parameters.csv	1318	916bf199b9ef11b397c5403006233bd68ec2228111277d3c9659eb33763abe3f	false
data/derived/np_source_family_replacement_meta_analysis/README.md	2299	616b0362e0eb2a76a59127aaa5d9af7a92e18ae99d065c0ce5b667d47d6f54aa	false
data/derived/np_source_family_replacement_meta_analysis/meta_analysis_manifest.json	3366	974c05c0dc0068bd32d8c4284b89e06e21b3a1e8137e79a15c32357671b1abae	false
data/derived/np_source_family_replacement_meta_analysis/run_parameters.csv	1425	30cfa12065192f4886aa4852cfc9478ff7f7c773b49a8001311a03a673119b8a	false
data/derived/program_module_ledger.csv	2092	f3254c86a77d6e6e57e1880d13fd1e08fd24bb1f162cbe7defdd685fcf0eba1e	false
data/derived/qc/GSE229711_RAW_cell_qc.tsv.gz	997197	cdf65ec004e8c0eef733bc8a4b0b5d33cbf67d130d547518837afdd3f5adf781	false
data/derived/qc/GSE229711_RAW_donor_qc_sensitivity.csv	786	ed3f5c1cec42d43215122f6ce0c40c46b4b3fa2f8b928bdbfae437c875df00e9	false
data/derived/qc/GSE229711_RAW_library_qc_summary.csv	1751	9947679114c8b59a2b589a1271bfc9f8e836a6e8cf45e4128e52576451718bdf	false
data/derived/qc/GSE229711_RAW_qc_parameters.csv	261	d2e3d8afb55fc4b3c4d17f1b2c54870cffefe3e49db3c511315de3078f6fe27f	false
data/derived/qc/GSE230808_RAW_cell_qc.tsv.gz	1513625	f70bc81e628738e157e245db80c00138eaf06ea89bdc04c5b5d16d74f6174c1a	false
data/derived/qc/GSE230808_RAW_donor_qc_sensitivity.csv	2050	0623a1f43897c9a80e23d601c5cabd8eb9119fb8240e8d703468d3610d9e9132	false
data/derived/qc/GSE230808_RAW_library_qc_summary.csv	4811	e51b6405b81286509413613304f93042d9ae0ad574899c2f4559d9f1109f5cc3	false
data/derived/qc/GSE230808_RAW_qc_parameters.csv	261	76b9b86c21d3d2744035f9e370eca2ca62e2b8fc09a10a982f608810b7d8b0b4	false
data/derived/qc_external/GSE244889_RAW_cell_qc.tsv.gz	1030433	493f4df3450c50641a479961c2d5a30d1f3da9b267c79d9936bca4058a68f17d	false
data/derived/qc_external/GSE244889_RAW_donor_qc_sensitivity.csv	850	26f7f5586e8e727610356120a162689845a972a6da3c968b245abf5e64dd5897	false
data/derived/qc_external/GSE244889_RAW_library_qc_summary.csv	2113	1e7fc1f29f12a59e1137a154846d8396b1fb74d91b0803c5efaf39f96ebd15e1	false
data/derived/qc_external/GSE244889_RAW_qc_parameters.csv	264	aa79b8e7f5f85f7fc50766f38baa4bf679ebc20ccb3584939f930631c953d05b	false
data/public_data_manifest.tsv	12098	323ac1dfef650bd3c389f864e09c700b94646a3faa6fcc871a1618baab441bc0	false
docs/00_analysis_protocol.md	15957	871e0ab20a30b50fd5c0dee35489db645595dc2c799c7d4f2fe49eb6c41ec52c	false
docs/01_data_provenance.md	9119	2f222f191c604e8b31997d0f0c80c293c795835208fe4e8ed2a1a89144aa7676	false
docs/02_environment.md	1796	765ed56ecf50856546d08eadc6dd24d83843b5e1e222847d239c1d95850d4e82	false
docs/03_data_audit.md	7512	8fa53ef4842e8b917b296ce821610b223aab21c9674a83efb5697df86c58a415	false
docs/04_literature_positioning.md	2620	db189bfb81858c14d266373d26a32c8203cfa88d60f0753f58d22c50479b16b3	false
docs/05_GSE165722_readiness_report.md	2021	7c8cfd6f2560dca0c5b94ecc956646cf0f53634bea880e083ad6fda0c2aafa03	false
docs/06_evidence_ledger.md	2625	3cc79995549c0e030a89851a70d2074f15ed0ce9fe5f5568946f4b31095c22b9	false
docs/07_GSE230809_discovery_readiness.md	2770	25b8e5f7465074cee0bec35114f52c27a1ed199dfbc7220f3c53e60fe6d46ad6	false
docs/08_GSE165722_descriptive_qc.md	1284	608a449ab225dab3b499b991a8401be1180aad7621d591bf750bbe68ace8bfeb	false
docs/09_program_module_lock.md	965	5f3831a6e16ed777b23e29d1aa7d582edd98c11cfacd67735978732eece327d5	false
docs/10_GSE153066_readiness.md	4534	322a40c1b8456f814f6674c7f2658836cccc1c2b52c2497e8b2f94eef21328e3	false
docs/11_GSE244889_readiness.md	6935	20fee6cf8977444d765b936e07cdd4dc856647e53b6bfa40ce79009b920d1002	false
docs/12_GSE251686_readiness.md	13296	0e004759186dd7e22a22b69ddf9af7b2134a4e9b9f1b6bf71729d7cf8f7c5738	false
docs/13_annotation_protocol.md	3856	153416785190ef16d7e3c42cf8ef7cf2b75b3306eac53ba9f6843c3b9f9703e4	false
docs/14_module_scoring_run.md	2801	a37ca48633fbefb42b5f1c0f0d915a95355f906067385aa289687a82ece32c8c	false
docs/15_GSE165722_score_level_readiness.md	4209	119978c5304097e08ed493190b3e1e8d63307b1b69610f7ae21f419c8da638a6	false
docs/15_research_quality_audit.md	10435	4454093bfd545afd1410d4a9230166a3b456a80382caa98661db31ef783613ae	false
docs/16_discovery_retained_cell_sensitivity.md	3555	8212435afb3ca6fe449d0ae45df31a1aca32c1765979be962b03fa9b287ff459	false
docs/17_results_summary_brief_zh.md	7540	5bc884eeb70fe19c987ba7e1afc3fdf733d81f4e057e3e741d3473023ce7e710	false
ivdd_results_viewer.html	3553674	6424bd61e8b2b2b52e0eb889c1b0a10576706358a86aaaf5396939311071ad3d	false
manuscript/01_topic_brief.md	3454	60ef67d954d43c92eb77016addc8496ae83dd267826717935d6099d11797d6f4	false
manuscript/02_evidence_map.md	2822	577b92edec05569e13b4707e2b0c962d821908f9ce69cc736ccd32b422f86f85	false
manuscript/03_outline.md	8258	0690c4045798d29d8f656984ec209e1793a0f560ccb8dcac7b5178b7f1cabccc	false
manuscript/04_manuscript_draft.md	24945	b21e59cdce6dffe1289787751046b78e2ec4a8f164f9e8d722ca2b21e4baf7b6	false
manuscript/05_submission_readiness_checklist.md	6556	9b59c1bd4d4ca2e7f24d06ed04005202086e08877421bf3e3c00223fd2186fcc	false
manuscript/citation_audit.md	7753	de81fbf669ab92f3086348c89e6abaef297f919312cdcb33df918472265caa1c	false
manuscript/citation_validation.json	149	833952d514612790058031d8b8bbafb0f74c4c3c8b61d51b0340e90da8e2cf88	false
manuscript/citation_validation_final.json	149	833952d514612790058031d8b8bbafb0f74c4c3c8b61d51b0340e90da8e2cf88	false
manuscript/formal_submission/IVDD_cohort_aware_manuscript_EN.docx	1189518	50b748358f1fc4d7b1cbe68a32050f1685b7748aec52f94c3060d1f21529551a	false
manuscript/formal_submission/IVDD_cohort_aware_manuscript_EN.md	34213	496ec672e8caf9b1c6579897d07249fd0fb1c7e0bce01f5b62c6cf4e3d2cef3f	false
manuscript/formal_submission/IVDD_cohort_aware_manuscript_EN.pdf	1725832	212308973595903683a90940c44ff49a66b2b4254fc01a2ce24199961c1d46bb	false
manuscript/formal_submission/IVDD_cohort_aware_manuscript_ZH.docx	1190802	6f9d1def9e63c2eb9df62d0580b89fcfb9e92976873e7e6f1f733c87b6e900b7	false
manuscript/formal_submission/IVDD_cohort_aware_manuscript_ZH.md	30719	a8c024a5ba8ac1bbc3fe752a3f306534e33127b75a056729ba76a51d30285f90	false
manuscript/formal_submission/IVDD_cohort_aware_manuscript_ZH.pdf	1819109	1a7e48e3ce9ade9db6346ee2d1a5b71b3c4582ed1079a9387959ca9cacebb022	false
manuscript/formal_submission/README.md	701	ec2d9cf7266e1189f615f887b89c45b930400cd6be4cbdd2bc892c49c759a09d	false
manuscript/formal_submission/TERMINOLOGY_LEDGER.md	1321	2ded7619bbd2a4ab4d89ac91b6595ad3e80d533adf577ec82b2515056f21a07e	false
manuscript/formal_submission/chinese_manuscript_body.md	21477	320e4a61b53f6c38ab4693135de83c8881b3782d46262afa36f4406e9ea6e273	false
manuscript/formal_submission/formal_figures/figure_1_np_cohort_module_effects.pdf	34003	f459629eb6b23a132b2623ebc8cec11f483e8b2d0db2003083dcd879e5ad2906	false
manuscript/formal_submission/formal_figures/figure_1_np_cohort_module_effects.png	572425	31a897545ac575d0b2993588da5de78939408bbebe3ba62145520e9a83abd811	false
manuscript/formal_submission/formal_figures/figure_2_np_direction_alignment.pdf	28647	953b5e2b578a34af4bed7ab6437efe3fab9c77255b0503bef0e8b4451a2b0cef	false
manuscript/formal_submission/formal_figures/figure_2_np_direction_alignment.png	317158	d7143e18abb8e220ee19c9cfce733144469ea18fe7f9e32dd5badb610899e398	false
manuscript/references.bib	15014	5a511c773277e1da7cb983273b1274eeb8ff5b7b41621d7cdec4390fa7b4c3fa	false
results/figures/figure_1_np_cohort_module_effects.pdf	36853	9dbf72e3ad4ddbc309b8a0444af9f43588ea28f19e9c5798ee4624533e41bfb4	false
results/figures/figure_1_np_cohort_module_effects.png	562982	3332d5653cd903f425d5218aa32636c280c6c521ca2d46fb1dc631120c3c8ed0	false
results/figures/figure_2_np_direction_alignment.pdf	31475	ab4c9550a53edb5e09b1bd9146c262b9bd05e33e0b9c05202f7609bb9a12364d	false
results/figures/figure_2_np_direction_alignment.png	366344	84131d868a651c0c2c2b4c5d215a031da377987c23e8e404aca16bdf02dda6ca	false
results/graphical_abstract/graphical_abstract_cohort_aware_ivdd.pdf	32477	712db871c2000a76b27461c6e13ab40285ef8025e9bc1245699cfca567077752	false
results/graphical_abstract/graphical_abstract_cohort_aware_ivdd.png	512965	85250942898d74dd5818f7280f3e13eb23331d4daefc1c5c958ad7c30975b559	false
results/submission_support_manifest.json	11703	16683ad929c97028d6469b6506d87185696ad00e7c08838996ef36167e3a2018	false
results/supplementary_figures/supplementary_figure_s1_gse251686_exploratory_sensitivity.pdf	34838	a60712ebf402c874cff4ebbeecbf058c203828180cc45b97e9b19838570ef16b	false
results/supplementary_figures/supplementary_figure_s1_gse251686_exploratory_sensitivity.png	373949	55b281cfe2cb9c0cc165ece9af5d007ac0a671b4e4aa467efd5fb178142ce0f0	false
results/supplementary_figures/supplementary_figure_s2_cohort_disposition_and_analysis_boundary.pdf	32831	55c23c6cc95449b5fb6aafb7d5bcb1ddb2864bd096a02fa5d33041200806863d	false
results/supplementary_figures/supplementary_figure_s2_cohort_disposition_and_analysis_boundary.png	613669	12367dd8c30383856058d403449ff08175cdd2f50e0d5ce2d972e570dea09605	false
results/supplementary_figures/supplementary_figure_s3_np_exploratory_random_effects_meta_analysis.pdf	6726	0e277214de111ea61548bcb80b331a9f9d947f99fe8debd6f773675f1a470dac	false
results/supplementary_figures/supplementary_figure_s3_np_exploratory_random_effects_meta_analysis.png	200980	1b09e47fbf2a8d4d231640acb5ec8f0ad998f32a2ddf49f3e1129c051a48811f	false
results/supplementary_figures/supplementary_figure_s4_np_post_hoc_external_expansion_meta_analysis.pdf	7017	16a6d6123b181c85332d84d259c1bf2590c2a2ba7ea5608b080e7a3ee05f18d2	false
results/supplementary_figures/supplementary_figure_s4_np_post_hoc_external_expansion_meta_analysis.png	238431	b9c0dfcabf7db21a8de9d2c0a1b22e6553a302be16a850ee57f98b38ed502a76	false
results/supplementary_figures/supplementary_figure_s5_np_source_family_replacement_sensitivity.pdf	6996	f4ace9700394bf68d0346a053c086c0b85429621fd363da99b2b0785bbd1b04c	false
results/supplementary_figures/supplementary_figure_s5_np_source_family_replacement_sensitivity.png	236518	a9d9a66c4fda47035670936ad137b9924d91009d333b6242513b7fcca0ab0b6d	false
results/supplementary_tables/README.md	2556	19367d09385d4000defd7b700ecb33765c6625ef4fee04b203e918499e4702f2	false
results/supplementary_tables/README_submission_support.md	1998	f1b7951f8005a2405bf2b7d606cba61552148c30442936beed6a836020a6e1a1	false
results/supplementary_tables/run_artifacts.csv	449	602ab4a48552201f9ca69e28d99132710edb07695109c7cc0c14f7e9a2e4bac8	false
results/supplementary_tables/run_manifest.json	1275	7dca888634a6bb6aa5bdcd193b58afd0426bb4e2cabbc043b7b7a2a80f182ba4	true
